,ID,characteristics_of_deformation,country,deformation_observation,duration_of_observation,geodetic_measurements,inferred_causes,latitude,longitude,measurement_methods,name,references,volcano_number,image_url,Area
1081,4642,"<p>No deformation was detected at Sunequera during a regional InSAR survey of Central Andean Volcanoes (Pritchard &amp; Simons, 2004).</p>
",Bolivia,No,1992-2002,Yes,,-21.98,-67.23,InSAR,Sunequera,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the central Andes, Geochem. Geophys. Geosyst., 5, Q02002, doi:10.1029/2003GC000610.<br />
]",355837,,South America
1082,3774,,Sumatra,,,No,,-5.25,104.27,No measurements,Suoh,"[Global Volcanism Program, 2013. Suoh (261270) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261270). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",261270,,Indonesia
1083,3213,"<p>One ERS interferogram from October 1997 to September 2000 showed 4.6 cm of subsidence at Suswa, centred on the inner caldera (Biggs et al. 2009). Since 2000 ALOS and ENVISAT imagery have been used to look at deformation at Suswa, but no deformation has been observed within the thresholds of 0.32 cm/yr and 0.11 cm/yr respectively (Robertson, 2015).</p>
",Kenya,Yes,"1997 - 2000, 2003 - 2010 ",Yes,Uncertain,-1.175,36.35,InSAR,Suswa,"[Biggs, J., Anthony, E. Y., & Ebinger, C. J. (2009). Multiple inflation and deflation events at Kenyan volcanoes, East African Rift. Geology, 37(11), 979-982., Robertson, E. 2015. Magma storage and transport at Kenyan Rift volcanoes: a remote sensing perspective. Chapter 2. Ph.D Thesis, University of Bristol, UK., Smithsonian Institution Global Volcanism Program<br />
http://volcano.si.edu/volcano.cfm?vn=222100]",222110,,Africa and Red Sea
1084,2027,"<p>There have been no geodetic measurements made at this collection of ~16<span style=""color: #625647;""> late-Pleistocene to Holocene</span> lava domes (Ebinger et al. 1989).</p>
",Tanzania,,,No,,-8.75,33.8,No measurements,SW Usangu Basin,"[Ebinger C J, Deino A L, Drake R E, Tesha A L, 1989. Chronology of volcanism and rift basin propagation: Rungwe volcanic province, East Africa. J Geophys Res, 94: 15,785-15,803.]",222163,,Africa and Red Sea
1085,3603,"<p>Deformation related to pressure changes, with the best fitting Mogi source located at a half-space depth of 3.07 km (Morales et al., 2015).</p>
",Philippines,Yes,"2007-2011 (InSAR), 1998-1999 (GPS)",Yes,"Hydrothermal, Magmatic",14.002,120.993,"InSAR, GPS - continuous",Taal,"[Morales Rivera, A.M., Amelung, F. and Eco, R., 2015, May. Volcano Deformation and Modeling on Active Volcanoes in the Philippines from ALOS InSAR Time Series. In ESA Special Publication (Vol. 731, p. 74).<br />
, Lowry, A.R., Hamburger, M.W., Meertens, C.M. and Ramos, E.G., 2001. GPS monitoring of crustal deformation at Taal Volcano, Philippines. Journal of Volcanology and Geothermal Research, 105(1), pp.35-47.<br />
]",273070,,Philippines and SE Asia
1086,4537,"<p>No deformation was detected at the Taapaca Volcanic Complex during a regional InSAR survey of Central Andean Volcanoes (Pritchard &amp; Simons, 2004).</p>
",Chile,No,1992-2002,Yes,,-18.1,-69.5,InSAR,Taapaca,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the central Andes, Geochem. Geophys. Geosyst., 5, Q02002, doi:10.1029/2003GC000610.<br />
]",355011,,South America
1087,1985,"<p><span style=""color: #333333;"">No deformation was detected at Taburete (detection threshold 2 cm/yr) during an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span></p>
",El Salvador,No,2007-2010,Yes,,13.435,-88.53200000000001,InSAR,Taburete,"[Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.]",343072,,Mexico and Central America
1088,617,"<p>Tacaná volcano is seismically and geochemically monitored, however there is currently no ground based deformation monitoring (<em>De la Cruz-Reyna &amp; Tilling, 2015)</em>. Previous regional InSAR studies of Mexican and Central American Volcanoes have not covered Tacaná due to it&#8217;s position at the northern end of the Central American Volcanic Arc (<em>Chaussard et al., 2013</em>, <em>Ebmeier et al., 2013</em>).</p>
",Mexico/Guatemala,,,No,,15.132,-92.109,No measurements,Tacaná,"[De la Cruz-Reyna, S., & Tilling, R.I. (2015), Risk Management of El Chichón and Tacaná Volcanoes: Lessons Learned from Past Volcanic Crises, from: Scolamacchia, T., & Macías, J.L., (2015), Active Volcanoes of Chiapas (Mexico): El Chichón and Tacaná, pp 155-174, doi: 10.1007/978-3-642-25890-9_8, Chaussard, E., F. Amelung, and Y. Aoki (2013), Characterization of open and closed volcanic systems in Indonesia and Mexico using InSAR time series, J. Geophys. Res. Solid Earth, 118, 3957–3969, doi:10.1002/jgrb.50288., Ebmeier, S. K., J. Biggs, T. A. Mather and F. Amelung (2013), Applicability of InSAR to tropical volcanoes: insights from Central America, Geological Society of London Special Publications, 380, Remote-sensing of volcanoes and volcanic processes: Integrating observation and modelling, doi:10.1144/SP380.2.]",341130,,Mexico and Central America
1089,4519,"<p>No deformation was detected at Tacora during a regional ALOS survey of Central Andes Volcanoes (Morales Rivera et al., 2016).</p>
",Chile,No,2007-2011,Yes,,-17.72,-69.77,InSAR,Tacora,"[Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.<br />
]",355010,,South America
1090,2141,"<p>Shirzaei et al. (2012) present Envisat radar InSAR images from 2003 through 2010 at all Iranian volcanoes, using multitemporal interferometric analysis.<br />
The authors show <span style=""color: #000000;"">surface deformation at both &#8220;Taftan and Bazman volcanos associated with different episodes of uplift and subsidence. The inverse model simulations suggest that the time-dependent inflations and deflations of extended and spherical pressurized magma chambers are responsible for the surface displacements at these volcanoes&#8221;.</span></p>
",Iran,Yes,2003 to 2010,Yes,Magmatic,28.6,61.13,InSAR,Taftan,"[Shirzaei, M. (2012) A satellite geodetic survey of spatiotemporal deformation of Iranian volcanoes (abstract EGU2012-13789-3), EGU General Assembly., Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=232050]",232050,,Middle East and Indian Ocean
1091,1570,"<p>No geodetic measurements have ever been made at the Tahalra Volcanic Field. It is thought that this region was active between the Miocene and Holocene.</p>
<h2 style=""color: white;""></h2>
",Algeria,,,No,,22.67,5.0,No measurements,Tahalra Volcanic Field,[NASA Landsat7 image (worldwind.arc.nasa.gov).],225004,,Africa and Red Sea
1092,1622,"<p><span style=""color: #333333;"">No deformation was observed at Volcán Tahual, due to low coherence in an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span></p>
",Guatemala,No,2007-2010,Yes,,14.43,-89.9,InSAR,Tahual,"[Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.]",342141,,Mexico and Central America
1093,620,"<p>Previous InSAR studies of Central American volcanoes did not cover Tajumulco due to it&#8217;s position at the end of the Central American Volcanic Arc (<em>Ebmeier et al., 2013</em>).</p>
",Guatemala,,,No,,15.043,-91.90299999999999,No measurements,Tajumulco,"[Ebmeier, S. K., J. Biggs, T. A. Mather and F. Amelung (2013), Applicability of InSAR to tropical volcanoes: insights from Central America, Geological Society of London Special Publications, 380, Remote-sensing of volcanoes and volcanic processes: Integrating observation and modelling, doi:10.1144/SP380.2.]",342020,,Mexico and Central America
1094,1456,,Antarctica,,,No,,-76.28,-112.08,No measurements,Takahe,"[Smithsonian Institution Global Volcanism Program<br />
http://volcano.si.edu/volcano.cfm?vn=390027]",390027,,Antarctica
1095,1042,"<p>During October &#8211; November 2005, an episode of surface uplift (3 &#8211; 5 cm) occurred encompassing both Tanaga and Takawanga volcanoes. In addition to this broad deformation signal, small localised displacements on the southeast flank of Takawanga correspond to a region of unusual seismicity. The broad region of uplift is modelled as a pressurising magma reservoir using a point source or a shallow-dipping prolate source that is elongate in the east-west direction. The source depth is inferred to be 5 &#8211; 8 km with a volume increase of 0.002 &#8211; 0.008 km³.</p>
",United States,Yes,2004 - 2009,Yes,Magmatic,51.873000000000005,-178.00599999999997,InSAR,Takawangha,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Takawangha]",311090,,Alaska
1096,3995,"<p>A recent (2016) study by Gumilar et al made use of relatively new terrestrial laser scanner (TLS) methods to measure deformation around the Talagabodas crater between August 2012 and March 2015. The results of this survey showed no significant or coherent deformation during that time period; the maximum level of uplift, measured to the west of the crater, was approximately 5.1cm, and the maximum amount of subsidence was roughly 6.4cm, at the southern edge of the crater. The authors attribute these changes to natural erosion and fumarole activity.</p>
",Java,No,08/2012-03/2015,Yes,Natural erosion,-7.207999999999999,108.07,"EDM, Terrestrial laser scanner",Talagabodas,"[Gumilar, I. et al. 2016. On the Use of Terrestrial Laser Scanner for Deformation Analysis of the Talaga Bodas Crater West Java (Indonesia). AIP Conference Proceedings, 1730, 050001]",263150,,Indonesia
1097,3586,,Sumatra,,,No,,0.079,99.98,No measurements,Talakmau,"[Global Volcanism Program, 2013. Malintang (261121) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261121). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",261130,,Indonesia
1098,3609,"<p>Two geodetic studies with very similar time frames (early 2007-2009) have been performed concerning Talang, though only one was centred on this volcano. A campaign GPS survey performed by Kriswati et al showed a very slight inflation on the edifice&#8217;s southern slope, which the authors attribute to an accumulation of tectonic stress associated with faulting; a series of right-reverse fault shear zones cut through the top of the volcano.<br />
During the same period of time, Talang was included in the area covered by the InSAR study of the Sumatran Arc by Chaussard, Hong &amp; Amelung (2009), but no significant deformation was observed in the region. The study utilised data from the ALOS satellite, covering early 2007 &#8211; early 2009, and was not centred specifically on Talang, but rather aimed to provide information on all 35 active volcanic centres in the area.</p>
",Sumatra,Yes,2007-2009,Yes,"Faulting/tectonics, Uncertain",-0.978,100.679,"InSAR, GPS - campaign",Talang,"[Kriswati, E. et al, 2012. Preliminary Study of Interaction System Between Talang Volcanic Activity and Regional Tectonic of West Sumatera. American Geophysical Union, Fall Meeting 2012, abstract #T43A-2645, Chaussard, E., S. Hong, and E. Amelung (2009), Monitoring the Sumatra volcanic arc with InSAR, Eos Trans AGU, 90(52), Fall Meet. Suppl., Abstract G41A-0703. ]",261160,,Indonesia
1099,4561,"<p>No deformation was detected at Tambo Quemado during a regional InSAR survey of Central Andean Volcanoes (Pritchard &amp; Simons, 2004).</p>
",Bolivia,No,1992-2002,Yes,,-18.62,-68.75,InSAR,Tambo Quemado,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the central Andes, Geochem. Geophys. Geosyst., 5, Q02002, doi:10.1029/2003GC000610.<br />
]",355021,,South America
1100,3989,,Java,,,No,,-6.77,107.95,No measurements,Tampomas,"[Global Volcanism Program, 2013. Tampomas (263131) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=263131). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",263131,,Indonesia
1101,991,,United States,No,2004 - 2009,Yes,,52.83,-169.77,InSAR,Tana,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Tana]",311241,,Alaska
1102,1045,"<p>During October &#8211; November 2005, an episode of surface uplift (3 &#8211; 5 cm) occurred encompassing both Tanaga and Takawanga volcanoes. The broad region of uplift is modelled as a pressurising magma reservoir using a point source or a shallow-dipping prolate source that is elongate in the east-west direction. The source depth is inferred to be 5 &#8211; 8 km with a volume increase of 0.002 &#8211; 0.008 km³.</p>
",United States,Yes,2004 - 2009,Yes,Magmatic,51.885,-178.146,InSAR,Tanaga,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Tanaga]",311080,,Alaska
1103,3595,,Sumatra,,,No,,-0.39,100.331,No measurements,Tandikat-Singgalang,"[Global Volcanism Program, 2013. Tandikat-Singgalang (261150) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261150). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",261150,,Indonesia
1104,3124,,New Zealand,,,No,,-36.321,178.028,No measurements,Tangaroa,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=241102]",241102,,New Zealand to Fiji
1105,3790,"<p>Uplift was first observed at Tangkubanparahu (also called Tangkuban Perahu) by Dvorak et al between 1981 and 1986. Their study used tiltmeter (spirit level) measurements positioned around the edges of the summit craters, and from 1981-1983 they noted an average tilt rate of 40-50 micro-radians per year. This uplift decreased by a factor of five following the onset of phreatic activity at the volcano in 1983; between 1981 and 1983 the approximate volume of uplift was 3 million m3 per year, while from 1984 to 1986 it was 0.4 million m3 per year. The authors therefore link the deformation to the eruptive activity, suggesting possible causes as increased pressure within a very shallow magma body, or heating and expansion of a confined aquifer.<br />
Tangkubanparahu was also included in a 2008-2011 InSAR survey performed by Salvi et al, published in 2015. This study utilised a combination of SBAS InSAR technique (using ALOS-1 data) and Persistent Scatter Interferometry (PSI) to build a large-scale database of deformation covering the entire Bandung basin and some of the surrounding regions, including Tangkubanparahu to the north. However, no significant deformation was observed at the volcano during the study period.</p>
",Java,Yes,02/1981-02/1986; 2008-2011,Yes,"Hydrothermal, Magmatic",-6.77,107.6,"InSAR, Strainmeter, Tiltmeter",Tangkubanparahu,"[Dvorak, J. et al. 1990. Recent uplift and hydrothermal activity at Tangkuban Parahu Volcano, W-Java. Bull.Volcanol., 53, 20-28, Salvi, S. et al. 2015. Use of multitemporal InSAR data to develop geohazard scenarios for Bandung, Western Java, Indonesia. EGU General Assembly 2015, held 12-17 April, 2015 in Vienna, Austria. id.13161]",263090,,Indonesia
1106,5343,,Russia,,,No,,49.35,154.7,No measurements,Tao-Rusyr Caldera,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=290310]",290310,,Kuril Islands
1107,3102,"<p>GNS conducts permanent <a style=""color: #8d0020;"" href=""http://www.gns.cri.nz/Home/Our-Science/Natural-Hazards/Volcanoes/Volcano-Monitoring"" target=""_self"">volcanic monitoring</a> and surveillance at all active and potentially active volcanoes in New Zealand.</p>
",New Zealand,No,Continuous,Yes,,-39.3,174.07,"InSAR, GPS - campaign, Levelling, EDM",Taranaki [Egmont],"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=241030, GNS volcano monitoring http://www.gns.cri.nz/Home/Our-Science/Natural-Hazards/Volcanoes/Volcano-Monitoring]",241030,,New Zealand to Fiji
1108,1561,"<p>Tarso Toh is a Pleistocene to Holocene volcanic field with 150 scoria cones. No geodetic surveys have ever been conducted at Tarso Toh.</p>
",Chad,,,No,,21.33,16.33,No measurements,Tarso Toh,[N/A],225009,,Africa and Red Sea
1109,1558,"<p>No geodetic measurements have ever been made at T<span style=""color: #625647;"">arso Tousside. </span></p>
",Chad,,,No,,21.03,16.45,No measurements,Tarso Tousside,"[NASA Space Shuttle image STS111-367-29, 2002 (http://eol.jsc.nasa.gov/).]",225010,,Africa and Red Sea
1110,1555,"<p>No geodetic observations have ever been made at Tarso Voon, a 14 x 18 km caldera in northen Chad.</p>
",Chad,,,No,,20.92,17.28,No measurements,Tarso Voon,[NASA Space Shuttle image STS41B-42-2521 1984 (http://eol.jsc.nasa.gov/).],225020,,Africa and Red Sea
1111,2501,,Mongolia,,,No,,48.17,99.7,No measurements,Taryatu-Chulutu,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=303010]",303010,,Kamchatka and Mainland Asia
1112,1384,"<p>Tat Ali is a Holocene shield volcano east of Lake Afrera. NNW-SSE-trending fissures cutting the volcano have fed basaltic lava flows, but not in recent times. <span style=""color: #333333;"">Pagli et al. (2014), for the purposes of investigating regional velocity fields, have looked at Envisat InSAR data covering this volcano. They report no deformation between 2005 and 2010. </span></p>
",Ethiopia,No,2005 - 2010,Yes,Magmatic,13.284,41.063,InSAR,Tat Ali,"[Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp. 8562-8575., Nasa Landsat Image. 1999.]",221106,,Africa and Red Sea
1113,4570,"<p>No deformation was detected at Tata Sabaya during a regional InSAR survey of Central Andean Volcanoes (Pritchard &amp; Simons, 2004).</p>
",Bolivia,No,1992-2002,Yes,,-19.13,-68.53,InSAR,Tata Sabaya,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the central Andes, Geochem. Geophys. Geosyst., 5, Q02002, doi:10.1029/2003GC000610.<br />
]",355032,,South America
1114,5311,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,No,1992 to 2003,Yes,,54.528,159.804,InSAR,Taunshits,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300160]",300160,,Kamchatka and Mainland Asia
1115,3075,"<p><span style=""color: #2e2e2e;"">Hole et al. (2007) present InSAR data spanning 1996 to 2005 and detect deformation within</span> five of the heavily utilised geothermal fields of the Taupo Volcanic Zone. &#8220;Subsidence signals were identified at the Ohaaki geothermal field from 1999–2004, and at Wairakei–Tauhara from 1996–2005, where our measurements compare well with coeval levelling data across the wider deformation field. Subsidence was also measured at Rotorua from 1996–2000&#8221;.<br />
GNS conducts permanent <a style=""color: #8d0020;"" href=""http://www.gns.cri.nz/Home/Our-Science/Natural-Hazards/Volcanoes/Volcano-Monitoring"" target=""_self"">volcanic monitoring</a> and surveillance at all active and potentially active volcanoes in New Zealand.</p>
",New Zealand,Yes,1996 - 2005; continuous?,Yes,Hydrothermal,-38.82,176.0,"InSAR, GPS - campaign, Levelling, EDM",Taupo,"[Hole, J. K., C. J. Bromley, N. F. Stevens, and G. Wadge (2007), Subsidence in the geothermal fields of the Taupo volcanic zone, New Zealand from 1996 to 2005 measured by InSAR, J. Volcanol. Geotherm. Res., 166, 125-146, doi:10.1016/j.jvolgeores.2007.07.013., Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=241070]",241070,,New Zealand to Fiji
1116,4089,,France,,,No,,-17.564,-148.821,No measurements,Teahitia,"[Global Volcanism Program, 2013. [Teahitia (333010)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 21 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=333010]).<br />
]",333010,,Hawaii and Pacific Ocean
1117,1988,"<p><span style=""color: #333333;"">No deformation was detected at Tecapa (detection threshold 2 cm/yr) during an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span></p>
",El Salvador,No,2007-2010,Yes,,13.494000000000002,-88.50200000000001,InSAR,Tecapa,"[Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.]",343080,,Mexico and Central America
1118,1609,"<p><span style=""color: #333333;"">No deformation was detected at Tecuamburro (detection threshold 2 cm/yr) during an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span></p>
",Guatemala,No,2007-2010,Yes,,14.155999999999999,-90.40700000000001,InSAR,Tecuamburro,"[Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.]",342120,,Mexico and Central America
1119,5377,"<p><span style=""color: #333333;"">No deformation was detected at Telica (detection threshold 1.8 cm/yr) during an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span><br />
No transient deformation was observed in a 10 station cGPS network during eruptions at Telica during March-June 2011 (<em>Geirsson et al., 2014</em>)</p>
",Nicaragua,No,"2007-2010 (InSAR), 2010-2013 (continuous GPS)",Yes,,12.602,-86.845,"InSAR, GPS - continuous",Telica,"[Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195., Halldor Geirsson, Mel Rodgers, Peter LaFemina, Molly Witter, Diana Roman, Angelica Muñoz, Virginia Tenorio, Julio Alvarez, Vladimir Conde Jacobo, Daniel Nilsson, Bo Galle, Maureen D. Feineman, Tanya Furman, Allan Morales, Multidisciplinary observations of the 2011 explosive eruption of Telica volcano, Nicaragua: Implications for the dynamics of low-explosivity ash eruptions, Journal of Volcanology and Geothermal Research, Volume 271, 1 February 2014, Pages 55-69, ISSN 0377-0273, http://dx.doi.org/10.1016/j.jvolgeores.2013.11.009.]",344040,,Mexico and Central America
1120,4039,,Java,,,No,,-7.37,110.4,No measurements,Telomoyo,"[Global Volcanism Program, 2013. Telomoyo (263231) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=263231). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013]",263231,,Indonesia
1121,1729,"<p><span style=""color: #333333;"">Bathke et al. (2013) present InSAR data at Tenduruk volcano. They detected a large (~105 km</span><span style=""color: #333333;"">2</span><span style=""color: #333333;"">) region that underwent subsidence at the rate of ~1 cm/yr during this period. Source modeling results show that the observed signal fits best to simulations of a near-horizontal contracting sill located at around 4.5 km below the volcano summit (Bathke et al., 2013). </span><br />
The authors interpret the displacement field is the <span style=""color: #333333;"">surface expression of an inherited ring fault that has been slowly reactivated during the detected recent subsidence. </span><br />
The Turkish National Commission for Volcanology and Chemistry of the Earth’s Interior and Hacettepe University undertake some monitoring in Turkey. Three volcanoes have records of historic activity – Nemrut Dagi, Ararat (Agri Dagi) and Tendürek Dagi. Of these, only Nemrut Dagi, has three seismometers dedicated to the monitoring of the volcano (Brown et al., 2015).</p>
",Turkey,Yes,2003 to 2010,Yes,,39.356,43.873999999999995,InSAR,Tenduruk Dagi,"[Bathke, H., Sudhaus, H., Holohan, E. P., Walter, T. R., & Shirzaei, M. (2013). An active ring fault detected at Tendürek volcano by using InSAR. Journal of Geophysical Research: Solid Earth, 118(8), 4488-4502., Regional and country profiles of volcanic hazard and risk. Report IV of the GVM/IAVCEI contribution to the Global Assessment Report on Disaster Risk Reduction 2015<br />
S.K. Brown, R.S.J. Sparks, K. Mee, C. Vye-Brown, E. Ilyinskaya, S. Jenkins, S.C. Loughlin<br />
http://www.preventionweb.net/english/hyogo/gar/2015/en/bgdocs/risk-section/GVMd.%20Global%20Volcanic%20Hazards%20and%20Risk%20Country%20volcanic%20hazard%20and%20risk%20profiles..pdf, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=213040]",213030,,Mediterranean and W. Asia
1122,1291,"<p>A 17-benchmark geodetic network was set up in 1982, located in the southern part of the caldera. The network was used to conduct triangulation, trilateration and levelling profiles. No displacements were found from 1982 to 2000 during the observation of both the geodetic network and levelling profile (M.J. Sevilla, 2002, personal communication with Fernández).<br />
InSAR 1992 &#8211; 2000 (Fernández et al., 2003): 1) No deformation took place in the Las Cañadas caldera between 1993 and 2000, in agreement with other geodetic data; and 2) two localised areas of subsidence on the volcano flanks located in the region where the most recent eruptions occurred (Montaña Negra 1706, Chahorra 1798, Chinyero 1909): Garachico and Chı́o deformations. Garachico subsided by ~10cm over this period, extending over 15 km<sup>2. </sup>Chı́o subsided by 3 cm, extending over 8 km<sup>2</sup>.GPS 2000 (Fernández et al., 2003): A GPS network was set up, using the previous network locations, and observed from 5 to 12 August 2000. The GPS results largely confirm the InSAR results. InSAR data, coupled with GPS, between 1992 to 2005 reveal (Fernández et al., 2009): 1) three distinct small areas of high subsidence located outside the caldera at the NW and NE rifts; 2) a lower subsidence area in the south rift ; (iii) a large-scale deformation pattern following the outline of the island, extending well beyond caldera rim. The shape and position of this signal coincides with the extent of the dense core of the island (Fernández et al., 2009).<br />
The signals associated with 1 and 2 are in areas characterized by less-dense or more-fracturated material relatively to the surroundings. Thus Fernández et al. (2009) interpret deformation is due to water table variations, interaction with existing fractures or to seismo-volcanic unrest. The large-scale deformation is interpreted to be related to gravitational sinking of the dense core of the island into a weak lithosphere.</p>
",Spain,Yes,"1982 to 2000, 2000, 1992 to 2005",Yes,"Magmatic, Surface deposits, water table changes, seismic crisis in 2004, sinking of the dense core of the island into a weak lithosphere",28.271,-16.641,"InSAR, GPS - continuous, GPS - campaign, Levelling, Triangulation, trilateration",Tenerife,"[Fernández, J., Tizzani, P., Manzo, M., Borgia, A., González, P. J., Martí, J., ... & Lanari, R. (2009). Gravity‐driven deformation of Tenerife measured by InSAR time series analysis. Geophysical Research Letters, 36(4)., Fernández, J., Yu, T. T., Rodrıguez-Velasco, G., González-Matesanz, J., Romero, R., Rodrıguez, G., ... & Blanco, M. J. (2003). New geodetic monitoring system in the volcanic island of Tenerife, Canaries, Spain. Combination of InSAR and GPS techniques. Journal of volcanology and geothermal research, 124(3), 241-253., Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=383030]",383030,,Atlantic Ocean
