,ID,name,location,volcano_number,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,images,uri,api_endpoint,measurement_methods,inferred_causes,references,date_added,last_modified
10,4789,Aguas Delgadas,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",355857,Chile,Yes,No,1992-2011,"<p>No deformation was detected at Aguas Delgadas during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",-24.45,-68.4,[],https://comet.nerc.ac.uk/volcanoes/aguas-delgadas/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4789,InSAR,[],"['Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.<br />\n']",2018-02-28 14:49:44,2018-02-28 14:49:44
11,5117,Aguilera,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",358062,Chile,Yes,No,1993-1999,"<p>No deformation was detected at Aguilera volcano during an ERS survey of Austral Andes Volcanoes (Pritchard and Simons, 2004).</p>
",-50.33,-73.75,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/aguilera/aguilera_010D_13986_131310.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aguilera/aguilera_010D_13986_131310.jpg', 'width': 648, 'height': 1050, 'mime': 'image/jpeg', 'size': 279145, 'filename': 'aguilera_010D_13986_131310.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/aguilera/aguilera_135A_13914_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aguilera/aguilera_135A_13914_131313.jpg', 'width': 748, 'height': 1110, 'mime': 'image/jpeg', 'size': 300373, 'filename': 'aguilera_135A_13914_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/aguilera/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5117,InSAR,[],"['Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the southern Andes, Geophys. Res. Lett., 31, L15610, doi:10.1029/2004GL020545.<br />\n']",2018-03-01 16:04:52,2018-03-01 16:04:52
12,4276,Agung,"[{'name': 'Indonesia', 'url': 'https://comet.nerc.ac.uk/location/indonesia/', 'slug': 'indonesia', 'id': 57, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57'}]",264020,Indonesia,Yes,Yes,2017 to 2017,"<p>The last major eruption for this volcano was between February 1963 and January 1964. Known to be one of the most significant eruption from Indonesia in the twentieth century.</p>
<p>Agung erupts again on 21 November 2017 eruption, after 54 years of dormancy. Albino et al (2019) observed an uplift between Agung and its neighbouring Batur volcano, interpreting it as a dyke shaped intrusion between these volcanoes that was controlled by edifice loading.</p>
<p>Prior to the 2017 eruption, several volcano deformation studies using InSAR were conducted at Agung. One of them, Lingun et  (2013) produced a time series from ALOS PALSAR images from 2007 to 2009, where vertical deformation. This study correlated the deformation with time and modelled the deformation from two different sources, one is a Mogui point source and a vertical prolate spheroid. They concluded that the volcano inflated at a constant rate with a depth of 5km below the summit.<br />
Another study Chaussard (2012), with almost the same time frame than the above at the Sunda Arc from 2006 to 2009 used the same satellite obtain the location for the reservoir between ~1-3km of depth. The calculated deformation velocity for the Agung Volcano was between 3-8 cm/yr.</p>
",-8.342,115.508,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/agung/agung_032D_09854_070505.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/agung/agung_032D_09854_070505.jpg', 'width': 638, 'height': 1050, 'mime': 'image/jpeg', 'size': 214039, 'filename': 'agung_032D_09854_070505.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/agung/agung_032D_09853_060505.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/agung/agung_032D_09853_060505.jpg', 'width': 638, 'height': 1050, 'mime': 'image/jpeg', 'size': 225053, 'filename': 'agung_032D_09853_060505.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/agung/agung_156A_09828_081006.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/agung/agung_156A_09828_081006.jpg', 'width': 638, 'height': 1050, 'mime': 'image/jpeg', 'size': 246697, 'filename': 'agung_156A_09828_081006.jpg'}]",https://comet.nerc.ac.uk/volcanoes/agung/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4276,InSAR,Magmatic,"['Albino, F., Biggs, J., & Syahbana, D. K. (2019). Dyke intrusion between neighbouring arc volcanoes responsible for 2017 pre-eruptive seismic swarm at Agung. Nature communications, 10(1), 748.', 'Lingyun, J., Qingliang, W., & Shanlan, Q. (2013). Present-day deformation of Agung volcano, Indonesia, as determined using SBAS-InSAR. Geodesy and Geodynamics, 4(3), 65-70.', 'Chaussard, E., & Amelung, F. (2012). Precursory inflation of shallow magma reservoirs at west Sunda volcanoes detected by InSAR. Geophysical Research Letters, 39(21).']",2017-10-10 16:58:15,2019-09-02 15:06:30
13,3368,Aira,"[{'name': 'Japan, Taiwan, Marianas', 'url': 'https://comet.nerc.ac.uk/location/japan-taiwan-marianas/', 'slug': 'japan-taiwan-marianas', 'id': 55, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/55'}]",282080,Japan,Yes,Yes,"1892 - present (levelling), 1996 - present (GPS), 2006 - 2012 (InSAR), 1987 - present (tilt), 1990 - present (strain)","<p>Aira caldera is located within Kagoshima Bay at the southern end of Kyushu in Japan. Sakurajima, an active andesitic stratovolcano, sits on the southern rim of the caldera. It is Japan&#8217;s most active volcano, often experiencing daily Vulcanian eruptions.<br />
Aira caldera, and Sakurajima in particular, are closely monitored by the Sakurajima Volcano Research Centre &#8211; part of the University of Kyoto and Disaster Prevention Research Institute. Deformation has been recorded at Aira caldera since 1892 with campaign levelling surveys. This captured the 1m of subsidence associated with the 1914 Plinian eruption of Sakurajima. More recently, the volcano is continuously monitored with GPS, tiltmeters and strainmeters. These are supplemented with campaign GPS and levelling surveys, and sporadic InSAR acquisitions.<br />
The recent deformation patterns show a large-scale radial outwards bulge with continual inflation, centred within the caldera. Between 1996 and 2007, GPS results indicated a maximum inflation rate of ~1.5 cm/yr (<em>Iguchi</em>, 2013; <em>Hickey et al</em>., 2015). This has generally been interpreted as magma supply to a deep reservoir beneath the caldera, with an average magma supply rate of ~10<sup>7</sup> m<sup>3</sup>/yr (<em>Iguchi</em>, 2013; <em>Hickey et al</em>., 2015). The location of the deformation source is somewhat undefined. &#8216;Mogi&#8217; model results place it directly beneath the centre of the caldera at 8 &#8211; 11 km depth (<em>Iguchi</em>, 2013; <em>Pepe et al</em>., 2013), or alternatively slightly south of this beneath the northern edge of Sakurajima (<em>Yokoyama</em>, 2013). Finite Element model inversions accounting for topography and three-dimensional crustal mechanics as well as thermal effects indicate a large oblate shaped reservoir beneath the north-eastern quadrant of the caldera at a depth of 13 km (<em>Hickey et al</em>., 2015).<br />
Alterations to the general large scale inflation pattern are thought to be caused by a second, shallower (3 &#8211; 6 km) deformation source inferred as a short-term magma reservoir (<em>Iguchi</em>, 2013; <em>Pepe et al</em>., 2013), and/or magma flowing between the two sources (<em>Hidayati et al</em>., 2007; <em>Iguchi</em>, 2013; <em>Hickey et al</em>., 2015).<br />
&nbsp;</p>
",31.593,130.657,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/aira/aira_163D_05736_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aira/aira_163D_05736_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 257026, 'filename': 'aira_163D_05736_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/aira/aira_163D_05934_091414.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aira/aira_163D_05934_091414.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 257884, 'filename': 'aira_163D_05934_091414.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/aira/aira_163D_05930_081309.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/aira/aira_163D_05930_081309.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 254149, 'filename': 'aira_163D_05930_081309.jpg'}]",https://comet.nerc.ac.uk/volcanoes/aira/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/3368,"InSAR, GPS - continuous, GPS - campaign, Levelling, Strainmeter, Tiltmeter",Magmatic,"['Iguchi, M. (2013), Magma movement from the deep to shallow Sakurajima volcano as revealed by geophysical observations, Bulletin of the Volcanological Society of Japan, 58(1), 1–18.', 'Hickey, J., J. Gottsmann, M. Iguchi, and H. Nakamichi (2015), Persistent inflation at Aira caldera accompanying explosive activity at Skurajima volcano: Constraining deformation source parameters from Finite Element inversions, in EGU General Assembly, Vienna, Austria.', 'Pepe, S., D. Trippanera, F. Casu, P. Tizzani, A. Nobile, Y. Aoki, S. Zoffoli, V. Acocella, and E. Sansosti (2013), The 2006-2012 deformation at Sakurajima stratovolcano (Japan) detected via spaceborne multisensor SAR Interferometry, in EGU General Assembly, Vienna, Austria.', 'Yokoyama, I. (2013), An interpretation on secular changes in deformation caused by the 1914 eruption of Sakurajima volcano, Bulletin of the Volcanological Society of Japan, 58(1), 77–90.', 'Hidayati, S., K. Ishihara, and M. Iguchi (2007), Volcano-tectonic earthquakes during the stage of magma accumulation at the Aira caldera, southern Kyushu, Japan, Bulletin of the Volcanological Society of Japan, 52(6), 289–309.']",2015-12-01 14:24:51,2015-12-01 14:24:51
14,2267,Akademia Nauk,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300125,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",53.98,159.45,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akademia_nauk/akademia-nauk_060D_03564_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akademia_nauk/akademia-nauk_060D_03564_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 300201, 'filename': 'akademia-nauk_060D_03564_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akademia_nauk/akademia-nauk_038A_03576_131307.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akademia_nauk/akademia-nauk_038A_03576_131307.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 276935, 'filename': 'akademia-nauk_038A_03576_131307.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akademia_nauk/akademia-nauk_060D_03564_141313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akademia_nauk/akademia-nauk_060D_03564_141313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 279746, 'filename': 'akademia-nauk_060D_03564_141313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/akademia-nauk/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2267,No measurements,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300125']",2015-08-23 19:27:03,2015-08-23 19:27:03
15,2344,Akhtang,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300320,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",55.43,158.65,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akhtang/akhtang_038A_03435_080808.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akhtang/akhtang_038A_03435_080808.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 276355, 'filename': 'akhtang_038A_03435_080808.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akhtang/akhtang_140A_03370_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akhtang/akhtang_140A_03370_131312.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 229470, 'filename': 'akhtang_140A_03370_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03564_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03564_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 296445, 'filename': 'akhtang_060D_03564_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03564_141313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03564_141313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 274045, 'filename': 'akhtang_060D_03564_141313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03364_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03364_131312.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 272507, 'filename': 'akhtang_060D_03364_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03363_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akhtang/akhtang_060D_03363_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 283774, 'filename': 'akhtang_060D_03363_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/akhtang/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2344,No measurements,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300320']",2015-09-05 15:13:59,2015-09-05 15:13:59
16,949,Akutan,"[{'name': 'Alaska', 'url': 'https://comet.nerc.ac.uk/location/alaska/', 'slug': 'alaska', 'id': 45, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/45'}]",311320,United States,Yes,Yes,"1992 - 2002, 2004 - 2009","<p>During 1996 Akutan experienced a seismic swarm, and interferograms spanning June 1995 and September 1996 indicate ~60 cm of uplift on the western side of Akutan Island. This uplift is attributed to magma intrusion. On the northwest flank of the volcano, localised subsidence is observed in a region of intense ground cracking and extension. On the eastern half of the island, interferograms show broad subsidence comparable in magnitude to the uplift observed in the western part. This subsidence is coincident with thermal features and is thought to reflect depressurisation of the hydrothermal system as a result of the earthquake swarm. Displacements of ~5 cm are also observed on two normal faults that bound a graben on the southeast side of the island. This displacement suggests the island was in extension during the time of the earthquake swarm.<br />
This deformation episode is modelled using a four-source model including an expanding dike dipping at 75º with top depth 0.4 km, two contracting horizontal dislocation planes at depth 3.6 and 16.5 km, and a further steeply dipping contracting dislocation plane with top depth 6.7 km.<br />
Prior to and following the seismic swarm (1992 &#8211; 1995 and 1996 &#8211; 2002), the northwestern flank of Akutan was uplifted relative to the southwestern flank at ~1 cm/yr, whilst the region of ground cracking subsided by ~2 cm/yr following seismicity. This subsidence is thought to be caused by cooling and degassing of magma that was intruded in 1996.<br />
Uplift of the northwestern flank continued between 2004 and 2009 at ~1 cm/yr. This deformation is modelled at the same horizontal location as the dike source associated with the earthquake swarm but at a greater depth of 5 &#8211; 6.5 km and a shallower dip. This long term, steady uplift of the volcano is attributed to slow accumulation of magma.<br />
Interferograms also show persistent, time-varying subsidence within Akutan caldera at rates of 2 &#8211; 5 cm/yr. The source of this deformation is shallow (&lt;2 km depth) and is associated with the hydrothermal system.</p>
",54.134,-165.986,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/akutan/akutan_044D_03600_070805.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/akutan/akutan_044D_03600_070805.jpg', 'width': 652, 'height': 1050, 'mime': 'image/jpeg', 'size': 127729, 'filename': 'akutan_044D_03600_070805.jpg'}]",https://comet.nerc.ac.uk/volcanoes/akutan/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/949,InSAR,"Hydrothermal, Magmatic, Faulting/tectonics","['Lu, Zhong, Wicks, Charles, Kwoun, Ohig, Power, J.A., and Dzurisin, Daniel, 2005, Surface deformation associated with the March 1996 earthquake swarm at Akutan Island, Alaska, revealed by C-band ERS and L-band JERS radar interferometry: Canadian Journal of Remote Sensing, v. 31, p. 7-20.', 'Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Akutan']",2015-04-08 10:49:13,2015-04-08 10:49:13
17,1951,Al Harrah,"[{'name': 'Middle East and Indian Ocean', 'url': 'https://comet.nerc.ac.uk/location/middle-east-and-indian-ocean/', 'slug': 'middle-east-and-indian-ocean', 'id': 49, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/49'}]",231001,Saudi Arabia,No,,,"<p class=""p1"">A national seismic network is located in Saudi Arabia and the Saudi Geological Survey monitor some Holocene volcanoes in the country.</p>
",31.08,38.42,[],https://comet.nerc.ac.uk/volcanoes/al-harrah/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1951,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=231001'],2015-07-27 19:46:47,2015-07-27 19:46:47
18,5351,Alaid,"[{'name': 'Kuril Islands', 'url': 'https://comet.nerc.ac.uk/location/kuril-islands/', 'slug': 'kuril-islands', 'id': 51, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/51'}]",290390,Russia,No,,,"<p>The Kamchatka Volcanic Eruption Response Team (KVERT) monitors Alaid<a href=""http://www.kscnet.ru/ivs/kvert/volcano.php?lang=en""> with satellite imagery</a> and seismonitors.</p>
",50.861,155.565,[],https://comet.nerc.ac.uk/volcanoes/alaid/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5351,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290808'],2015-09-20 17:13:24,2015-09-20 17:13:24
19,1380,Alayta,"[{'name': 'Africa and Red Sea', 'url': 'https://comet.nerc.ac.uk/location/africa-and-red-sea/', 'slug': 'africa-and-red-sea', 'id': 42, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/42'}]",221112,Ethiopia,Yes,No,,"<p>Alayta is a shield volcano found at the western edge of the Danakil depression. The area has fresh lava flows, but no recent activity has been reported.<br />
<span style=""color: #333333;"">Pagli et al. (2014), for the purposes of investigating regional velocity fields, have looked at Envisat InSAR data covering this volcano. They report no deformation.<br />
</span></p>
",12.888,40.573,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/alayta/alayta_014A_07688_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/alayta/alayta_014A_07688_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 270282, 'filename': 'alayta_014A_07688_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/alayta/alayta_079D_07694_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/alayta/alayta_079D_07694_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 264285, 'filename': 'alayta_079D_07694_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/alayta/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1380,InSAR,[],"['Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp. 8562-8575.', 'NASA Landsat image, 1999. ']",2015-05-15 11:37:03,2015-05-15 11:37:03
20,1679,Alban Hills,"[{'name': 'Mediterranean and W. Asia', 'url': 'https://comet.nerc.ac.uk/location/mediterranean-and-w-asia/', 'slug': 'mediterranean-and-w-asia', 'id': 48, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/48'}]",211004,Italy,Yes,Yes,1950 to present ,"<p class=""p1"">From Anzidei et al., 2010: An uplift of ~30 cm over the last 43 years was recently detected by levelling surveys performed in the time span 1950-1993 along a levelling line that crosses the highest elevation area of the western flank of the volcano. The comparison between the 1950-1999 surveys show significant uplift, whereas the subsequent surveys (1997-1999 and 2002) have not shown uplift at a confidence level of 95%. From 2002 to 2006, a small uplift is detected along the leveling line and the Albano lake levelling circuit.</p>
<p class=""p1"">Space-based GPS and InSAR observations confirm that this uplift is distributed in a wide area around the craters of Albano and Nemi, where the most recent volcanic activity occurred. GPS data from continuous monitoring stations indicate that both horizontal and vertical deformations do occur and that can be addressed to a shallow magmatic source.</p>
<p class=""p1"">The simplest model able to fit the low number of GPS observations (14 measurements from 6 GPS stations, 4 rejected due to local effects) is a point-pressure source at a depth of about 4.7 km, on the western flank of the Colli Albani complex.</p>
<p class=""p1"">A SAR dataset used to study the Colli Albani area is composed by ERS1 and ERS2 images, for a total of 66 SAR descending acquisitions available from June 1992 to December 2000, whilst 34 images from April 1993 until November 2000 concern the ascending dataset. An uplift zone, mainly located on the west part of the Colli Albani caldera complex is clearly evident. A maximum of about 2.5 mm/yr is measured by the PS close to the villages of Ariccia and Albano (Salvi <i>et al. </i>2004).</p>
<p class=""p1"">All data sets are in agreement and indicate that this volcano shows active deformation with uplift rates within 6 mm/year. These are mainly located in a well defined area that includes the surroundings of the Albano and Nemi lakes and the main villages of Marino, Albano and Ariccia, the area of the most recent volcanic activity.</p>
",41.73,12.7,[],https://comet.nerc.ac.uk/volcanoes/alban-hills/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1679,"InSAR, GPS - continuous, GPS - campaign, Levelling",Magmatic,"['Anzidei, M., F. Rigussi, and S. Stramondo (2010) Current geodetic deformation of the Colli Albani volcano: A review, in The Colli Albani Volcano, Eds., R. Funiciello and G. Giordano, The Geological Society of London.', 'Salvi, S., Atzori, S., Tolomei, C., Allevi, J., Ferretti, A., Rocca, F., Prati, C., Stramondo,<br />\nS., Feuillet, N., 2004. Inflation rate of the Colli Albani volcanic complex retrieved by the<br />\npermanent scatterers SAR interferometry technique. Geophysical Research Letter 31 (12).<br />\ndoi:10.1029/2004GL020253.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=211004']",2015-07-19 18:57:02,2015-07-19 18:57:02
21,4364,Alcedo,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",353040,Ecuador,Yes,Yes,1992 - 2001,"<div class=""page"" title=""Page 14"">
<div class=""layoutArea"">
<div class=""column"">
If we assume a sim- ilar value for magma emplaced beneath Alcedo, between 0.6 and 10% of the magma would need to crystallize each year, to give the model distribution of volume reduction at 95% confidence. Note that the probability distribution for percentage of crystallization is less well constrained than that for volume reduction, as it also de- pends on the total volume which is not so well constrained. Cooling of the solidified magma could also contribute further to the volume reduction, with up to 2% contraction being the estimated value for solidified Krafla magma. Loss of volatiles from the magma chamber would reduce the pressure, also leading to a reduction in volume, but the pressure decrease required to produce the surface displacements
</div>
<div class=""column"">
would be between 23 and 370 MPa yr−1 at 95% confidence. This range is too high to be plausibly produced by the loss of volatiles alone. Ref 1
</div>
</div>
</div>
",-0.43,-91.12,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/alcedo/alcedo_128D_09016_110500.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/alcedo/alcedo_128D_09016_110500.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 161875, 'filename': 'alcedo_128D_09016_110500.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/alcedo/alcedo_128D_09014_090400.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/alcedo/alcedo_128D_09014_090400.jpg', 'width': 734, 'height': 1110, 'mime': 'image/jpeg', 'size': 183977, 'filename': 'alcedo_128D_09014_090400.jpg'}]",https://comet.nerc.ac.uk/volcanoes/alcedo/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4364,InSAR,Magmatic,"['Hooper, A., Segall, P., & Zebker, H. (2007). Persistent scatterer interferometric synthetic aperture radar for crustal deformation analysis, with application to Volcán Alcedo, Galápagos. Journal of Geophysical Research: Solid Earth, 112(B7).']",2018-01-26 18:17:34,2018-01-26 18:17:34
